"DigitizationNotes","recordingDate","recordingDigitalStatusValue","recordingDigitizer","recordingEventDescription","recordingEventRecordingNotes","recordingEventTitle","recordingFileSize","recordingLocation","recordingPermissions","recordingPFASeries","recordingTapeNumber","recordingTapeSide","FilmTitles","Speakers","lnfn"
"Tote 101-2","Wed Apr 28 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,527,,"LAND & SONS|THE OUTLAW","Agust Gudmundsson","Gudmundsson, Agust"
"Tote 101-2","Fri May 07 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,528,,"THE NICE NEIGHBOR","Zsolt Kezdi-Kovacs","Kezdi-Kovacs, Zsolt"
"Tote 101-2","Fri May 21 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,529,,"NOSFERATU|Dracula","Robin Wood","Wood, Robin"
"Tote 101-2","Fri May 21 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"05/21/82 cont.",,,"PFA","Online plus in-house - Full access given",,530,,"CAT PEOPLE|Dracula","Robin Wood","Wood, Robin"
"Tote 101-2","Sat May 22 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,531,,"CAT PEOPLE|I  WALKED WITH A ZOMBIE","Robin Wood","Wood, Robin"
"Tote 101-2","Tue May 25 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,532,,"LENZ","Alexandre Rockwell","Rockwell, Alexandre"
"Tote 101-2","Thu Feb 11 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,533,,"THE DANCING SOUL OF THE WALKING PEOPLE","John Dunkley-Smith|Paula Gladstone","Dunkley-Smith, John|Gladstone, Paula"
"Tote 101-2","Thu Mar 04 00:00:00 PST 1982","Analog tape","MediaPreserve",,,"German Experimental Films of the 70's",,"PFA","Online plus in-house - Full access given",,534,,"LAGADO|KASKARA","Klaus Telscher","Telscher, Klaus"
"Tote 101-2","Sat Apr 03 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,535,,"MACBETH|ARGONAUTS OF CALIFORNIA","Robert Gitt","Gitt, Robert"
"Tote 101-2","Sat Jan 23 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,536,,"MERRY-GO-ROUND|DANSE DU MORTE|MAN OF MANY SKINS","William K. Everson","Everson, William K."
"Tote 101-2","?","Analog tape","MediaPreserve",,,"WHERE THE WILD THINGS ARE   A discussion of the music used in the film by Howard Rovics (the composer) followed by the actual soundtrack of the film . Based on the children’s book by Maurice Sendack.",,"PFA","unknown",,538,,"Where the Wild Things Are","Maurice Sendak|Howard Rovics","Sendak, Maurice|Rovics, Howard"
"Tote 101-2","Sun May 23 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,539,,"EYES OF A STRANGER|DRESSED TO KILL|DAWN OF THE DEAD","Robin Wood","Wood, Robin"
"Tote 101-2","Tue Oct 31 00:00:00 PST 1978","Analog tape","MediaPreserve",,,,,"PFA","unknown",,540,,"THE BEGINNING OF LIFE|IN THE DREAM TIME","Kath Walker","Walker, Kath"
"Tote 101-2","Thu Aug 05 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"8/6/82 on B side",,,"PFA",,,542,,"IT STARTED WITH EVE|BORN TO BE BAD","William K. Everson","Everson, William K."
"Tote 101-2","Fri Aug 06 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,543,,"THIRTEEN WOMEN|COLLEGE SCANDAL|SECRETS OF THE FRENCH POLICE","William K. Everson","Everson, William K."
"Tote 101-2","Sat Aug 07 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,544,,"L’IMAGE DU CINEMA","Raymond Bellour","Bellour, Raymond"
"Tote 101-2","Mon Aug 09 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,545,,"WENT THE DAY WELL?|NICHOLAS NICKLEBY","William K. Everson","Everson, William K."
"Tote 101-2","Tue Aug 10 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,546,,"CHEER BOYS CHEER|PAINTED BOATS|MAD WHIRL","William K. Everson","Everson, William K."
"Tote 101-2","Fri Aug 13 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,547,,"HELLZAPOPPIN’|BOTTOMS UP|LUCKY DEVILS","William K. Everson","Everson, William K."
"This the B-side of the same tape 548","Sat Aug 21 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,548,"B","AFTER THE EARTHQUAKE|CHICANA!|AGUEDA MARTINEZ","Lourdes Portillo|Nina Serrano","Portillo, Lourdes|Serrano, Nina"
"Tote 101-2","Sun Aug 22 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,549,,"SEGUIN|BORDERLANDS|THE UNWANTED","Jesus Trevino","Trevino, Jesus"
"Tote 101-2","Fri Oct 08 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"Part 2",,,"PFA","Online plus in-house - Full access given",,550,,"INTOLERANCE","Margery Wilson","Wilson, Margery"
"Tote 101-2","Fri Oct 08 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"Continued",,,"PFA","Online plus in-house - Full access given",,551,,"The Blot","Anthony Slide|Margery Wilson|Sally Cruikshank","Slide, Anthony|Wilson, Margery|Cruikshank, Sally"
,"Fri Jul 23 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"Continued. Third event on this tape.","Assorted Animation",,"PFA","unknown",,552,"c",,,
"Tote 101-2","Fri Jul 23 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,"ASSORTED SHORTS",,"PFA",,,552,,,"Jerry Barrish|Sally Cruikshank|Ernie Fosselius|David Rathod","Barrish, Jerry|Cruikshank, Sally|Fosselius, Ernie|Rathod, David"
"Tote 101-2","Sat Oct 09 00:00:00 PDT 1982","Analog tape","MediaPreserve","Musical accompaniment by: Walter Lew, Donald Sosin","10/09/82 cont’d.","A tribute to Sessue Hayakawa",,"PFA",,,553,,"THE CHEAT|THE DRAGON PAINTER|THE TONG MAN","Stephen Gong|Walter Lew|Donald Sosin","Gong, Stephen|Lew, Walter|Sosin, Donald"
"Tote 101-2","Sat Oct 09 00:00:00 PDT 1982","Analog tape","MediaPreserve","Musical accompaniment by: Walter Lew, Donald Sosin","10/09/82 cont’d.","A tribute to Sessue Hayakawa",,"PFA",,,554,,"THE CHEAT|THE DRAGON PAINTER|THE TONG MAN","Stephen Gong|Walter Lew|Donald Sosin","Gong, Stephen|Lew, Walter|Sosin, Donald"
"Tote 101-2","Sat Oct 09 00:00:00 PDT 1982","Analog tape","MediaPreserve","Musical accompaniment by: Walter Lew, Donald Sosin","10/09/82 cont’d.","Sessue Hayakawa Tribute",,"PFA",,,555,,"THE CHEAT|THE DRAGON PAINTER|THE TONG MAN","Stephen Gong|Walter Lew|Donald Sosin","Gong, Stephen|Lew, Walter|Sosin, Donald"
"Tote 101-2","Wed Sep 08 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,556,,"BLUE BOTTLES|PICCADILLY|TWINKLETOES","David Bradley","Bradley, David"
"Tote 101-2","Thu Sep 09 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,557,,"THE SALVATION HUNTERS|SHANGHAI GESTURE","David Bradley","Bradley, David"
"Tote 101-2","Fri Sep 10 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,558,,"SHREDNI VASHTAR|SUDDEN FEAR","David Bradley","Bradley, David"
"Tote 101-2","Thu Sep 30 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,559,,"HERE IS YOUR LIFE CLIP: FLIGHT OF THE EAGLE","Jan Troell|Bengt Forslund","Troell, Jan|Forslund, Bengt"
"Tote 101-2","Fri Oct 15 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,561,,"DAVID HOLZMAN’S DIARY|GLEN & RANDA","JIm McBride","McBride, JIm"
"Tote 101-2","Sun Oct 17 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"first recording on side A",,,"PFA","online plus in-house - Full access given",,562,"A","MEN’S LIVES|COMING OF AGE|HOME ON THE RANGE","Josh Hanig|Gil Scrine","Hanig, Josh|Scrine, Gil"
,"Sun Oct 17 00:00:00 PDT 1982","Analog tape","MediaPreserve",,"second recording on side A",,,"PFA","online plus in-house - Full access given",,562,"A",,,
"Tote 101-2","Tue Oct 19 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,563,,"TWO LAWS","Alessandro Cavadini","Cavadini, Alessandro"
"Tote 101-2","Fri Oct 22 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,564,,"SIBERIADE","Andrei Mikhalkov Konchalovsky","Konchalovsky, Andrei Mikhalkov"
"Tote 101-2","Sat Oct 23 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","online plus in-house - Full access given",,565,,"GATES OF HEAVEN","Errol Morris","Morris, Errol"
"Tote 101-2","Sat Oct 23 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,566,,"HIM & ME","James Benning","Benning, James"
"Tote 101-2","Thu Nov 18 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,567,,"A WAR STORY","Anne Wheeler","Wheeler, Anne"
"Tote 101-2","Tue Nov 30 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,568,,"JOURNEYS FROM BERLIN / 1971|LIVES OF PERFORMERS","Yvonne Rainer","Rainer, Yvonne"
"Tote 101-2","Wed Dec 01 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,569,"A","DECISION TO WIN: THE FIRST FRUITS|EL SALVADOR: DEATHFLIGHT","Anibal Cabezas|Mario Martinez","Cabezas, Anibal|Martinez, Mario"
"This is the B-side of the same tape 569. ","Wed Dec 01 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,569,"B","DECISION TO WIN: THE FIRST FRUITS|EL SALVADOR: DEATHFLIGHT","Anibal Cabezas|Mario Martinez","Cabezas, Anibal|Martinez, Mario"
"Tote 101-2","Sat Oct 30 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,570,,"WHO SLEW AUNTIE ROO?|WHAT’S THE MATTER WITH HELEN","Curtis Harrington","Harrington, Curtis"
"Tote 101-2","Sat Nov 06 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,571,,"SIGMUND FREUD’S DORA: A CASE OF MISTAKEN IDENTITY","Jane Weinstock","Weinstock, Jane"
"Tote 101-2","Tue Nov 16 00:00:00 PST 1982","Analog tape","MediaPreserve",,,"THE FILMS OF GEORGES MELIES",,"PFA",,,572,,,"Madeleine Malthête-Méliès","Malthête-Méliès, Madeleine"
"Tote 101-2","Fri Nov 19 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,573,,"FORCE OF EVIL","Nora Sayre|Abraham Polonsky","Sayre, Nora|Polonsky, Abraham"
"Tote 101-2","Fri Nov 12 00:00:00 PST 1982","Analog tape","MediaPreserve",,"public: Individual filmmakers are speakers on this tape.","BAY AREA FILMMAKERS SHOWCASE",,"PFA",,,576,,"Children of Violence|Shadow Master|Citizen|Juggling","George Kuchar|Minh-ha T. Trinh|John Knoop|Elizabeth Sher|Sally Kellerman|David Hallinger|David Casci|Bill Jersey|A.P. Gonzalez|Marilyn Curry|Dana Plays","Kuchar, George|Trinh, Minh-ha T.|Knoop, John|Sher, Elizabeth|Kellerman, Sally|Hallinger, David|Casci, David|Jersey, Bill|Gonzalez, A.P.|Curry, Marilyn|Plays, Dana"
"Tote 101-2","Fri Dec 03 00:00:00 PST 1982","Analog tape","MediaPreserve",,,,,"PFA",,,577,,"JUBILEE|SEBASTIANE","Derek Jarman","Jarman, Derek"
"Tote 101-2","Tue Jan 11 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,578,,"THE MEDITERRANEAN","Yan Nascimbene","Nascimbene, Yan"
"Tote 101-2","Sat Jan 15 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,579,"A","SYNCOPATION|MR. DYNAMITE & MR. BROADWAY","William K. Everson","Everson, William K."
"Tote 101-2","Wed Jan 19 00:00:00 PST 1983","Analog tape","MediaPreserve",,"Same event as 581",,,"PFA",,,580,,"LUCRETIA LOMBARD","William K. Everson","Everson, William K."
"Tote 101-2","Mon Jan 17 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,581,"A","The Doomed Battalion|The Challenge","William K. Everson","Everson, William K."
"Tote 101-2","Sun Jan 23 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,582,"A","LADY OF SECRETS|PICK UP|YOU AND ME","William K. Everson","Everson, William K."
"This is the B-side of the same tape 582","Mon Jan 24 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,582,"B","DAUGHTER OF SHANGHAI|THIS WAY PLEASE","William K. Everson","Everson, William K."
"Tote 101-2","Fri Jan 28 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,583,,"YOUNG AND INNOCENT","William Rothman","Rothman, William"
"Tote 101-2","Sat Jan 29 00:00:00 PST 1983","Analog tape","MediaPreserve",,"Part 1 of 2",,,"PFA",,,585,,"STAGEFRIGHT","William Rothman","Rothman, William"
"Tote 101-2","Sun Jan 30 00:00:00 PST 1983","Analog tape","MediaPreserve",,"Part 1 of 2",,,"PFA",,,587,,"NORTH BY NORTHWEST","William Rothman","Rothman, William"
"Tote 101-2","Sat Feb 05 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,589,,"IMPERATIVE|UNAPPROACHABLE","Krzysztof Zanussi","Zanussi, Krzysztof"
"Tote 101-2","Sun Feb 20 00:00:00 PST 1983","Analog tape","MediaPreserve",,"Part 1 of 2",,,"PFA","unknown",,590,,"BERLIN ALEXANDERPLATZ","Anton Kaes|Eric Rentschler","Kaes, Anton|Rentschler, Eric"
"Tote 101-2","Fri Feb 18 00:00:00 PST 1983","Analog tape","MediaPreserve",,,"Comedy of Remarriage",,"PFA",,,592,,"ADAM’S RIB|THE MARQUISE OF O","Stanley Cavell","Cavell, Stanley"
"Tote 101-2","Thu Mar 10 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,593,,"DAYS OF YOUTH","David Bordwell","Bordwell, David"
"Tote 101-2","Thu Mar 17 00:00:00 PST 1983","Analog tape","MediaPreserve","Various speakers",,"MAHATMA GANDHI: 2Oth CENTURY PROPHET -- Colloquium",,"PFA",,,594,,,"Satti Kanna|Pranab Bardhan|Thomas Metcalf|Michael Nagler","Kanna, Satti|Bardhan, Pranab|Metcalf, Thomas|Nagler, Michael"
"Tote 101-2","Sat Jan 22 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,595,,"CHRISTMAS HOLIDAY|SON OF DRACULA","William K. Everson","Everson, William K."
"Tote 101-2","Thu Oct 07 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,598,,"A SALUTE TO RADIO|TOO WISE WIVES|‘49-’17","Anthony Slide","Slide, Anthony"
"Tote 134-38","Sat Mar 05 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,599,,"THE STATE OF THINGS","Wim Wenders","Wenders, Wim"
"Tote 134-38","Tue Mar 15 00:00:00 PST 1983","Analog tape","MediaPreserve","Photos of the event are in the BAMPFA collection.
""Michael Snow and Henry Kaiser have been performing together for the past five years. Snow has been as involved in new music as in film for many years, and has toured all over the world performing on trumpet, piano and now electric guitar. He has long been associated with the Canadian Creative Music Collective. Berkeley musician Henry Kaiser has performed widely with internationally acclaimed artists in the world of free improvisational music. The Los Angeles Herald Examiner has described him as ""the most innovative and important electric guitar player in this country."" He has made 20 record albums. Kaiser has frequently contributed to PFA's programming of Japanese Cinema as guest curator.""",,"Michael Snow and Henry Kaiser in Concert",,"UAM Gallery B",,,600,,,"Henry Kaiser|Michael Snow","Kaiser, Henry|Snow, Michael"
"Tote 134-38","Tue Mar 22 00:00:00 PST 1983","Analog tape","MediaPreserve","and other films",,,,"PFA",,,602,,"CHUCK WILL’S WIDOW","Bill Brand","Brand, Bill"
"Tote 134-38","Sat Mar 26 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,603,,"ANDROID","Aaron Lipstadt","Lipstadt, Aaron"
"Tote 134-38","Mon Mar 28 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,604,,"UNRECONCILABLE MEMORIES|THE LIFE OF ALFONS S. MINER","Christoph Hübner","Hübner, Christoph"
"Tote 134-38","Tue Mar 29 00:00:00 PST 1983","Analog tape","MediaPreserve","plus new films",,,,"PFA",,,605,,"DEUTSCHLAND SPIEGEL|SALVE","Sharon Couzin","Couzin, Sharon"
"Tote 134-38","Fri May 06 00:00:00 PDT 1983","Analog tape","MediaPreserve","with other shorts",,,,"PFA",,,606,,"TRIAL BALLOONS|SWISS ARMY KNIFE|Rats and Pigeons","Robert Breer","Breer, Robert"
"Tote 134-38","Fri Apr 08 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,607,,"A 19-YEAR OLD’S PLAN","Mitsuo Yanagimachi","Yanagimachi, Mitsuo"
"This the B side of the same tape 608","Sat Apr 09 00:00:00 PST 1983","Analog tape","MediaPreserve",,,"RARE JAZZ CLIPS",,"PFA",,,608,"B","ART PEPPER: NOTES FROM A JAZZ SURVIVOR","Mark Cantor|Don McGlynn","Cantor, Mark|McGlynn, Don"
"Tote 134-38","Thu Apr 14 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,609,,"POETRY IN MOTION|IMAGINE THE SOUND","Ron Mann","Mann, Ron"
"Tote 134-38","Fri Apr 15 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,610,,"IN THE KING OF PRUSSIA","Emile Antonio","Antonio, Emile"
"Tote 134-38","Tue Apr 26 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,611,,"CALIGARI’S CURE","Tom Palazzolo","Palazzolo, Tom"
"Tote 134-38","Thu Apr 28 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,612,,"JEAN ROUCH AND HIS CAMERA IN THE HEART OF AFRICA","Rudolf Bregstein","Bregstein, Rudolf"
"Tote 134-38","Thu May 12 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,613,,"MOANA OF THE SOUTH SEAS","Monica Frassetto","Frassetto, Monica"
"Tote 134-38","Tue May 31 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"FILM AND PERFORMANCE",,"PFA",,,614,,,"Stuart Sherman","Sherman, Stuart"
"Tote 134-38","Mon Aug 01 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,617,,"THE DEVIL IS DRIVING|CAPTAIN CELLULOID VS THE FILM PIRATES|SUCH WOMEN ARE DANGEROUS","William K. Everson","Everson, William K."
"Tote 134-38","Wed Aug 03 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,618,,"BULLDOG JACK|TROUBLE BREWING|OH! Mr. PORTER","William K. Everson","Everson, William K."
"Tote 134-38","Sat Aug 06 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,619,,"THREE ON A MATCH|WE’RE ONLY HUMAN|SAFE IN HELL","William K. Everson","Everson, William K."
"Tote 134-38","Sun Aug 07 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,620,,"PALM SPRINGS|MILLIONS IN THE AIR|THE BATTLE","William K. Everson","Everson, William K."
"Tote 134-38","Thu Aug 11 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,621,,"SOME CALL IT LOVING","James Harris","Harris, James"
"Tote 134-38","Thu Aug 11 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,622,,"LOLITA","James Harris","Harris, James"
"Tote 134-38","Thu Sep 08 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"AN EDWIN S. PORTER PROGRAM",,"PFA",,,623,,,"Charles Musser","Musser, Charles"
"Tote 134-38","Fri May 13 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"INTRODUCTION TO IMAMURA SERIES",,"PFA",,,624,,,"David Owens","Owens, David"
"Tote 134-38","Sat May 14 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,625,,"IN HEAVEN THERE IS NO BEER?","Les Blank|Maureen Gosling|Chris Simon","Blank, Les|Gosling, Maureen|Simon, Chris"
"Tote 134-38","Tue May 17 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,626,,"SOUTHERN CALIFORNIA","Louis Hock","Hock, Louis"
"Tote 134-38","Tue Jul 20 00:00:00 PDT 1982","Analog tape","MediaPreserve",,,,,"PFA",,,627,,"SURVIVORS|PIKA-DON","Steven Okazaki","Okazaki, Steven"
"Tote 134-38","Tue Aug 30 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"Rare Silent French and Avant Garde",,"PFA",,,628,,,"David Bradley","Bradley, David"
"Tote 134-38","Thu Sep 15 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,629,,"THE CEREMONY","Nagisa Oshima","Oshima, Nagisa"
"Tote 134-38","Sun Oct 02 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"Stars of the British Music Hall on Film",,"PFA",,,630,,,"Anthony Slide","Slide, Anthony"
"Tote 134-38","Tue Oct 11 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,631,,"UN CHANT D’AMOUR|CHRISTMAS ON EARTH","Amy Taubin","Taubin, Amy"
"Tote 134-38","Tue Oct 18 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,"Films of Daniel Barnett",,"PFA","Online plus in-house - Full access given",,632,,,"Daniel Barnett","Barnett, Daniel"
"Tote 134-38","Sat Jun 25 00:00:00 PDT 1983","Analog tape","MediaPreserve",,,,,"PFA",,,637,,"LE DIABLE|PROBALEMENT|CHANTS DES OLSEAU","Stephane Tchalgajieff","Tchalgajieff, Stephane"
"Tote 134-38","Tue Nov 22 00:00:00 PST 1983","Analog tape","MediaPreserve",,,"Charles R. Bowers, or The Marriage of Slapstick and Animation",,"PFA",,,638,,,"Louise Peaudet","Peaudet, Louise"
"Tote 134-38","Thu Dec 01 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,639,,"METROPOLIS","Enno Patalas","Patalas, Enno"
"Tote 134-38","Fri Dec 02 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,640,,"VARIETY|LAST LAUGH","Enno Patalas","Patalas, Enno"
"Tote 134-38","Sat Dec 10 00:00:00 PST 1983","Analog tape","MediaPreserve",,,,,"PFA",,,641,,"GROOVIN’ HIGH|RARE JAZZ CLIPS","Mark Cantor","Cantor, Mark"
"Tote 134-38","Tue Dec 16 00:00:00 PST 1980","Analog tape","MediaPreserve",,,,,"PFA",,,642,,"TAILS|FILP STRIP|EARTH/WATER/SKY/FIRE|SOUND STRIP|SYNCHRONOUSOUND-TRACKS|ELEMENT STUDIES","Paul Sharits","Sharits, Paul"
"Tote 134-38","Sun Dec 18 00:00:00 PST 1983","Analog tape","MediaPreserve",,,"ANIMATION OF THE 30’S",,"PFA",,,643,,,"Charles Hopkins","Hopkins, Charles"
"Tote 134-38","Wed Jan 11 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,644,"A","THE FOREMAN WENT TO FRANCE|SAN DEMETRIO LONDON","William K. Everson","Everson, William K."
"Tote 134-38","Fri Jan 13 00:00:00 PST 1984","Analog tape","MediaPreserve",,"1/13/1984 & 1/14/1984",,,"PFA",,,645,"A","FRIDAY THE 13TH|THE GOOD COMPANIONS","William K. Everson","Everson, William K."
"Tote 134-38","Sun Jan 15 00:00:00 PST 1984","Analog tape","MediaPreserve",,"1/15/1984 & 1/16/1984",,,"PFA",,,646,"A","STATE’S ATTORNEY|THE GREAT PROFILE","William K. Everson","Everson, William K."
"Tote 134-38","Tue Jan 17 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,647,"A","NUMBER PLEASE!|THE CANADIAN|MR. COHEN TAKES A WALK","William K. Everson","Everson, William K."
"Tote 134-38","Tue Jan 24 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA","unknown",,648,,"SL—I","Diane Orr","Orr, Diane"
"Tote 134-38","Fri Jan 20 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,649,,"VANITY|A VILLAGE TALE|A DANGEROUS WOMAN","William K. Everson","Everson, William K."
"Tote 134-38","Thu Feb 02 00:00:00 PST 1984","Analog tape","MediaPreserve",,,"A SLAVKO VORKAPICH TRIBUTE",,"PFA",,,650,,"THREE WORD BRAND|OUR DAILY BREAD|PROLOGUE","David Shepard","Shepard, David"
"Tote 134-38","Fri Feb 03 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,651,,"BIRTH OF THE MOVIES|THE WIZARD OF OZ","Dan Woodruff","Woodruff, Dan"
"Tote 134-38","Wed Feb 08 00:00:00 PST 1984","Analog tape","MediaPreserve",,"Continues on tape 653",,,"PFA",,,652,,"WHOEVER SAYS THE TRUTH SHALL DIE?","Philo Bregstein|Giuseppe Zigaina","Bregstein, Philo|Zigaina, Giuseppe"
"Tote 134-38","Wed Feb 08 00:00:00 PST 1984","Analog tape","MediaPreserve",,"Continuation of tape 652",,,"PFA",,,653,,,"Giuseppe Zigaina","Zigaina, Giuseppe"
"Tote 134-38","Thu Feb 09 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,654,,"WHOEVER SAYS THE TRUTH SHALL DIE?|TEOREMA|LA RICOTTA","Giuseppe Zigaina","Zigaina, Giuseppe"
"Tote 134-38","Sat Feb 11 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,655,,"READING OF PASOLINI POETRY","Giuseppe Zigaina|Beverly Allen","Zigaina, Giuseppe|Allen, Beverly"
"Tote 134-38","Fri Feb 24 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,656,,"HILL STREET BLUES","Tod Gitlin|Michael Kozell","Gitlin, Tod|Kozell, Michael"
"Tote 134-38","Mon Feb 27 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA","unknown",,657,,"FIRE ON THE WATER","Robert Hillman","Hillman, Robert"
"Tote 134-38","Tue Mar 06 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,658,,"SPROUT WINGS AND FLY|IN HEAVEN IS THERE NO BEER","Les Blank|Maureen Gosling|Chris Simon","Blank, Les|Gosling, Maureen|Simon, Chris"
"Tote 134-38","Thu Mar 08 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,659,,"LA TERRA VISTA DALLA LUNA|CHE COSA LE NUVOLE?|IL FIORE DI CARTA|LA MURA DI SANO|COMIZI D’AMORE","Gian-Piero Brunetta","Brunetta, Gian-Piero"
"Tote 134-38","Tue Mar 13 00:00:00 PST 1984","Analog tape","MediaPreserve",,,"""DOING WHAT THE CINEMA WAS DOING” THE LIMITATIONS OF A CUBIST CINEMA",,"PFA",,,661,,,"P. Adams Sitney","Sitney, P. Adams"
