genreForm,accessionNumber,itemNumber,title,titlew1974,country,year,generation,dimensions,videoFormat,summary,duration,DigitizationNotes,note1,url,subj1,subj2,subj3
Unedited footage,0550-01-17421,17421,Gerald Ford's America 206. Betty Beale at Nancy Howe's,Gerald Ford's America 206. Betty Beale at Nancy Howe's,United States,1975,master,1/2 in.,EIAJ,Betty Beale at Nancy Howe's private house party.,33:03,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Moderate dropouts throughout tape (see e.g. 00:03:25). Occasional breakup at shot stop/starts. Levels better than in 17420. --AES 2020-01-13,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-206_17421,,,
Unedited footage,0550-01-17422,17422,Gerald Ford's America 208. Iran embassy,Gerald Ford's America 208. Iran embassy,United States,1975,master,1/2 in.,EIAJ,Betty Beale interview; see also 17459. Shot logs and tape label suggest this tape should be the Iran embassy party but this is not the content on the tape.,33:14,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Bars and tone at the head of tape but aligned video and audio levels to program content because bars are non standard; Unstable Control Track; Video Noise Visible in Picture; Creases on Tape Visible in Picture; Flagging Visible in Picture; Banding Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain as was recorded on tape. ; Digitization QC Comments: Content does not match notes. Tracking issues in middle of picture, esp. at head and tail (breakup in middle of sentence). Otherwise tape ok. --AES 2020-01-13","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-208_17422,,,
Unedited footage,0550-01-17423,17423,Gerald Ford's America 209. Iran embassy (original),Gerald Ford's America 209. Iran embassy (original),United States,1975,master,1/2 in.,EIAJ,"Iran embassy party: Betty Beale, Robert Hartman, ambassadors and other diplomats. Discussion of State Department and State Dinner.",32:38,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Video Noise Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. --AES 2020-01-13","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-209_17423,,,
Unedited footage,0550-01-17424,17424,Gerald Ford's America 210. 10/1 Iranian Embassy (original),Gerald Ford's America 210. 10/1 [1974] Iranian Embassy (original),United States,1975,master,1/2 in.,EIAJ,Iran embassy party: light interviews with attendees about Washington social scene. Interview with ambassador Neville Kanakaratna of Sri Lanka at 00:04:35.,35:15,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Lots of light blooming (inherent to tape; see especially 00:31:25) + focus slightly soft means image is relatively low-quality. The usual jitter/flagging/head switching. Some tracking issues in second half of tape. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-210_17424,,,
Unedited footage,0550-01-17425,17425,Gerald Ford's America 212. Iran embassy (original),Gerald Ford's America 212. Iran embassy (original),United States,1975,master,1/2 in.,EIAJ,Iran embassy party: light interviews with attendees about Washington social scene. Interview with Iranian ambassador Ardeshir Zahedi at head of tape.,33:11,Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-212_17425,,,
Unedited footage,0550-01-17426,17426,Gerald Ford's America 213. 10/26 Byrd stump 1 Winchester,Gerald Ford's America 213. 10/26 [1974] Byrd stump 1 Winchester,United States,1975,master,1/2 in.,EIAJ,"Robert Byrd stump speech in Winchester, Virginia.",33:02,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-213_17426,,,
Unedited footage,0550-01-17427,17427,Gerald Ford's America 214. 10/26 Byrd stump 2 Winchester Wise City,Gerald Ford's America 214. 10/26 [1974] Byrd stump 2 Winchester Wise City,United States,1975,master,1/2 in.,EIAJ,"Robert Byrd stump speech and interviews with supporters in Winchester, Virginia and Wise, Virginia.",31:26,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. Dropouts at beginning soon lessen. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-214_17427,,,
Unedited footage,0550-01-17428,17428,Gerald Ford's America 215. 10/26 Byrd stump 3 Wise City speech,Gerald Ford's America 215. 10/26 [1974] Byrd stump 3 Wise City speech,United States,1975,master,1/2 in.,EIAJ,"Robert Byrd stump speech in Wise, Virginia.",29:51,Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. Dropouts at beginning soon lessen. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-215_17428,,,
Unedited footage,0550-01-17429,17429,Gerald Ford's America 216. 10/26 Byrd stump 4 Wise City fiddle Roanoke,Gerald Ford's America 216. 10/26 [1974] Byrd stump 4 Wise City fiddle Roanoke,United States,1975,master,1/2 in.,EIAJ,"Stump speech and fiddle performance by Robert Byrd in Wise, Virginia. Flight to Roanoke, Virginia (including aerial footage) and beginning of stump speech in Roanoke, including playing a recording of Byrd's fiddle performance.",33:03,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization QC Comments: Jitter/flagging mild. Notably few tracking issues. Dropouts at beginning soon lessen. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-216_17429,,,
Unedited footage,0550-01-17430,17430,Gerald Ford's America 217. 10/26 Byrd stump 5 Roanoke,Gerald Ford's America 217. 10/26 [1974] Byrd stump 5 Roanoke,United States,1975,master,1/2 in.,EIAJ,"Robert Byrd stump speech in Roanoke, Virginia, and aftermath.",20:49,Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Tracking errors and rolling in first minute. Otherwise few tracking issues. Jitter/flagging mild. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-217_17430,,,
Unedited footage,0550-01-17431,17431,Gerald Ford's America 218. Betty Beale at the Brown’s party for Baldwin -- Betty Beale at French Embassy,Gerald Ford's America 218. Betty Beale at the Brown’s party for Baldwin -- Betty Beale at French Embassy,United States,1975,master,1/2 in.,EIAJ,Interviews with partygoers at the French Embassy.,33:12,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Light blooming. Jitter/flagging mild. Notably few tracking issues. Dropouts at beginning soon lessen. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-218_17431,,,
Unedited footage,0550-01-17432,17432,Gerald Ford's America 219. Sarah salutes Helen Smith #1,Gerald Ford's America 219. Sarah salutes Helen Smith #1,United States,1975,master,1/2 in.,EIAJ,Helen Smith honored at club reception.,32:59,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Flagging Visible in Picture; Video Noise Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Mild tracking issues throughout tape; otherwise relatively stable. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-219_17432,,,
Unedited footage,0550-01-17433,17433,Gerald Ford's America 220. Sarah salutes Helen Smith #2,Gerald Ford's America 220. Sarah salutes Helen Smith #2,United States,1975,master,1/2 in.,EIAJ,"Sarah McClendon at club reception for Helen Smith. McClendon interviews man about industrial transportation, and discusses Smith (press secretary to Betty Ford) with Nancy Howe (secretary to Betty Ford).",25:27,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Mild tracking issues throughout tape, plus some dropouts. Occasional jitter in flagging area of image. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-220_17433,,,
Unedited footage,0550-01-17434,17434,Gerald Ford's America 221. 10/27 [Peter] Lisagor interview 1,Gerald Ford's America 221. 10/27 [1974] [Peter] Lisagor interview 1,United States,1975,master,1/2 in.,EIAJ,Interview with Peter Lisagor 1/3.,32:49,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Comments: Generally good condition. Jitter/flagging mild. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-221_17434,,,
Unedited footage,0550-01-17435,17435,Gerald Ford's America 222. 10/27 [Peter] Lisagor interview 2,Gerald Ford's America 222. 10/27 [1974] [Peter] Lisagor interview 2,United States,1975,master,1/2 in.,EIAJ,Interview with Peter Lisagor 2/3.,32:57,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel before capture. ; Digitization QC Comments: Generally good condition. Jitter/flagging mild. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-222_17435,,,
Unedited footage,0550-01-17436,17436,Gerald Ford's America 223. 10/27 [Peter] Lisagor interview 3,Gerald Ford's America 223. 10/27 [1974] [Peter] Lisagor interview 3,United States,1975,master,1/2 in.,EIAJ,Interview with Peter Lisagor 3/3.,32:51,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Generally good condition. Jitter/flagging mild. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-223_17436,,,
Unedited footage,0550-01-17437,17437,Gerald Ford's America 224. 10/28 Veterans Day color,Gerald Ford's America 224. 10/28 [1974] Veterans Day color,United States,1975,master,1/2 in.,EIAJ,10/28/1974 Veterans Day concert and memorial at Arlington National Cemetery. Footage of military band playing. Ford speaks at 00:20:00.,32:49,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. Breakup (head clogs?) and tracking issues 00:04:30-00:06:25. Dropouts in rest of file and rolling at end. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-224_17437,,,
Unedited footage,0550-01-17438,17438,Gerald Ford's America 225. 10/28 Veterans Day ,Gerald Ford's America 225. 10/28 [1974] Veterans Day ,United States,1975,master,1/2 in.,EIAJ,10/28/1974 Veterans Day concert and memorial at Arlington National Cemetery. Ford speaks at 00:16:45.,29:40,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Heavy tracking issues throughout tape obscuring content. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-225_17438,,,
Unedited footage,0550-01-17439,17439,Gerald Ford's America 226. 10/28 Veterans Day b/w da people,Gerald Ford's America 226. 10/28 [1974] Veterans Day b/w da people,United States,1975,master,1/2 in.,EIAJ,"10/28/1974 continuation of Veterans Day concert and memorial at Arlington National Cemetery. Sarah McClendon appearance and interview around 00:01:50. Interview with servicemembers and veterans starting around 00:08:45, then interviews with attendees about Ford and inflation in second half of tape.",31:49,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Something about this has the quality of a color tape (darker than usual, almost pixelated quality) but I see no chrominance noise and the shot logs say b/w. Jitter/flagging medium but not too distracting. Notably few tracking issues. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-226_17439,,,
Unedited footage,0550-01-17440,17440,Gerald Ford's America 227. Bob Porter at Mill; Kit meets family (GF 11),Gerald Ford's America 227. Bob Porter at Mill; Kit meets family (GF 11),United States,1975,master,1/2 in.,EIAJ,"Footage of Bob Porter working at mill + interview; discussion of Cranberry Queen. Interview with Kit Mean's family about family history, Nixon, current state of America. [Title misspelled]",33:03,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Comments: Something about this has the quality of a color tape (darker than usual, almost pixelated quality) but I see no chrominance noise and the shot logs say b/w. Very different quality image than 17441 despite same camera (AV8400 b/w). Would be curious to hear from MP why the image qualities are so different. Otherwise good quality transfer. Notably few tracking issues. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-227_17440,,,
Unedited footage,0550-01-17441,17441,Gerald Ford's America 228. Kit meets family (2) (GF 13),Gerald Ford's America 228. Kit meets family (2) (GF 13),United States,1975,master,1/2 in.,EIAJ,"Interview with Kit Mean's family about Ford, news media. [Title misspelled]",33:14,"Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization Vendor Comments: Very different quality image than 17440 despite same camera (AV8400 b/w) - softer focus, less contrasty. Would be curious to hear from MP why the image qualities are so different. Otherwise good quality transfer. Occasional dropouts and tracking issues. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-228_17441,,,
Unedited footage,0550-01-17442,17442,Gerald Ford's America 230. House show,Gerald Ford's America 230. House show,United States,1975,master,1/2 in.,EIAJ,"10/28/1974. Washington International Horse Show, attended by Gerald and Betty Ford and other dignitaries. Military band performance. Interviews with attendees and footage of show. [Title misspelled]",21:00,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. Breakup and tracking issues at head of tape, 00:11:36. Tracking noise near head switching area becomes heavy around 00:08:40 and also appears at top of frame towards end. Should be color. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-230_17442,,,
Unedited footage,0550-01-17443,17443,Gerald Ford's America 231. House show (original),Gerald Ford's America 231. House show (original),United States,1975,master,1/2 in.,EIAJ,"10/28/1974. Washington International Horse Show, attended by Gerald and Betty Ford and other dignitaries. Interviews with attendees and footage of show. [Title misspelled]",31:55,"Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Generally good condition. Jitter/flagging mild but different from others? Occasional tracking issues that worsen towards end. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-231_17443,,,
Unedited footage,0550-01-17444,17444,Gerald Ford's America 232. House show (original),Gerald Ford's America 232. House show (original),United States,1975,master,1/2 in.,EIAJ,"10/28/1974. Washington International Horse Show, attended by Gerald and Betty Ford and other dignitaries. Interviews with attendees and footage of show. [Title misspelled]",34:01,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Creases on Tape Visible in Picture; Video Noise Visible in Picture; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. Heavy tracking noise at times, in middle of frame as well as top and bottom; consistent in second half. Full-frame jitter accompanied by heavy dropouts, starts at 00:23:37 and continues through end of tape. --AES 2019-11-25","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-232_17444,,,
Unedited footage,0550-01-17445,17445,Gerald Ford's America 233. House show (original),Gerald Ford's America 233. House show (original),United States,1975,master,1/2 in.,EIAJ,"10/28/1974. Washington International Horse Show, attended by Gerald and Betty Ford and other dignitaries. Interviews with attendees and footage of show. [Title misspelled] First minute is TVTV preparation at house.",33:15,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Video Noise Visible in Picture; Bars and tone at the head of tape but aligned video and audio levels to program content because bars are non standard;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Jitter/flagging and head switching worsen distractingly in last five minutes; tracking issues and breakup in last three minutes. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-233_17445,,,
Unedited footage,0550-01-17446,17446,Gerald Ford's America 234. 10/30 briefing. Press view -- 11/12 Hudson [Marquez] in the briefing room ,Gerald Ford's America 234. 10/30 briefing. Press view -- 11/12 [1974] Hudson [Marquez] in the briefing room ,United States,1975,master,1/2 in.,EIAJ,11/12/1974. Hudson Marquez (TVTV) tour of the White House briefing room.,33:16,Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. horizontal tear starting around 15:40 is recorded on tape ; Digitization QC Comments: Bad breakup and distortion at 00:08:38 that doesn't clear up for about 20 seconds. Horizontal tear starting around 15:40 is recorded in according to transfer notes. --AES 2019-11-25,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-234_17446,,,
Unedited footage,0550-01-17447,17447,Gerald Ford's America 234A. 11/12 briefing room visuals; Peter watches tape,Gerald Ford's America 234A. 11/12 [1974] briefing room visuals; Peter watches tape,United States,1975,master,1/2 in.,EIAJ,Shots of White House Press Room and adjacent offices; no briefing. Exterior shots of White House. Peter Lisagor watches TVTV tape and comments.,33:01,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture; Video Noise Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel, corrected before capture. ; Digitization QC Comments: Audio sounds clipped at head; buzz right at end of tape. Tracking issues and dropouts at head and tail. Flagging as usual but little jitter. --AES 2019-12-02","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-234A_17447,,,
Unedited footage,0550-01-17448,17448,Gerald Ford's America 236. 10/30 Ford ‘impromptu’ press conference 1. Peter thru the gate,Gerald Ford's America 236. 10/30 [1974] Ford ‘impromptu’ press conference 1. Peter thru the gate,United States,1975,master,1/2 in.,EIAJ,"Press conference with Gerald Ford announcing appointments in the ""energy administration,"" including Rogers Morton.",30:04,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Flagging Visible in Picture; Unstable Control Track; Video Noise Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Comments: Tracking issues throughout tape and slight full-frame jitter (combined with some shaky camerawork). --AES 2019-12-02,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-236_17448,,,
Unedited footage,0550-01-17449,17449,"Gerald Ford's America 237. 10/30 Ford ‘impromptu’ press conference 2. Sara, Peter reactions","Gerald Ford's America 237. 10/30 [1974] Ford ‘impromptu’ press conference 2. Sara, Peter reactions",United States,1975,master,1/2 in.,EIAJ,"Press conference with Gerald Ford answering questions, including about foreign policy. Press room afterwards with reporters filing and stating reactions, including Peter Lisagor, Sarah McClendon, Pierre Salinger.",30:52,Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Ghosting at left edge of the frame. Flagging has jittery quality. Tracking issues ok. Has a contrasty quality that I've been associating with color video. --AES 2019-12-02,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-237_17449,,,
Unedited footage,0550-01-17450,17450,Gerald Ford's America 238. Lydia Preston,Gerald Ford's America 238. Lydia Preston,United States,1975,master,1/2 in.,EIAJ,"Lydia Preston giving tour of her home and the Art Barn in Peirce Mill, Rock Creek Park. Brief driving tour around Rock Creek Park and northwest DC.",32:43,"Digitization Vendor Comments: Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. ; Digitization QC Comments: Green line very briefly at top of frame right of head. Tracking issues throughout tape, but especially combined with breakup at shot stop/starts. Image blooming (inherent). Very bad mic audio in car (inherent to mic?); basically no car audio is usable in first car segment, then second car segment is slightly better. Metallic audio hum at head in test tape that returns after car segment when mic is put away. --AES 2019-12-02","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-238_17450,,,
Unedited footage,0550-01-17451,17451,Gerald Ford's America 239. 11/5 Ramsey Clark NYC,Gerald Ford's America 239. 11/5 [1974] Ramsey Clark NYC,United States,1975,master,1/2 in.,EIAJ,Election night party for Ramsey Clark Senate campaign in New York City. Clark speaks at 00:10:24. Extended test segment at head of tape.,27:07,"Digitization Vendor Comments: Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Tape was upside down on the reel had to be corrected before capture. ; Digitization QC Comments: Carrier leak? (A moire wavy pattern throughout tape, especially visible in light areas of image; looks similar to 17457 which is supposed to be color but this one shouldn't be.) Area of tape crease and breakup from around 00:07:15-00:08:00. Green line very briefly at top of frame right of head. Flagging is minimal, tracking fine except at shot stops/starts. --AES 2019-12-02","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-239_17451,,,
Unedited footage,0550-01-17452,17452,"Gerald Ford's America 240. [Robert] Byrd, Congress (rough edit)","Gerald Ford's America 240. [Robert] Byrd, Congress (rough edit)",United States,1975,master,1/2 in.,EIAJ,"Rough edit of Byrd footage, including fiddling, campaign speeches, Congressional speeches.",12:20,Digitization Vendor Comments: Flagging Visible in Picture; Unstable Control Track; Aligned Playback Level to program; Aligned Audio Level to Program;Channel1 Mono; Some Levels may be adjusted adjusted beyond broadcast standards to obtain a more usable picture as was recorded on tape. Vertical roll at 8:34 is recorded in ; Digitization QC Comments: B&W COLOR BARS AT HEAD - should this be in color? Generally poorer quality than original footage. Flagging at top accompanied by occasionally severe artifacts that look like tracking issues. Rolling from around 00:07:00-00:09:20 (noted by MP). All inherent because this is an edit. --AES 2019-12-02,"Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-240_17452,,,
